age,gender,honesty_humility,emotionality,extraversion,agreeableness,conscientiousness,openness,relationship_dishonesty,had_relationship_dishonesty,in_relationship,relationship_length_months,study_id
43,1,3.9,3.94,2.86,3.38,2.93,4.44,1.0,0,1,42,9
47,0,3.29,1.28,3.54,2.57,4.26,4.3,1.47,0,1,30,9
28,1,3.88,4.33,4.3,2.78,1.56,2.34,1.65,0,1,48,9
34,0,4.28,3.43,3.92,3.95,4.55,2.76,1.66,0,1,30,9
43,1,2.1,4.13,4.02,2.96,4.44,3.85,2.82,1,1,3,9
27,1,4.36,2.38,3.98,3.44,4.07,4.28,2.17,0,1,38,9
40,0,3.05,1.97,3.52,3.58,4.98,2.74,1.89,0,1,24,9
25,1,3.05,4.45,2.98,1.05,2.48,3.52,2.4,0,1,1,9
27,1,3.17,2.55,3.78,3.86,4.08,2.63,2.13,0,0,0,9
24,1,3.61,2.98,3.24,2.59,3.68,3.59,1.44,0,1,8,9
35,0,2.68,3.57,3.19,2.88,3.75,2.96,3.01,1,1,2,9
43,0,3.21,3.74,4.46,4.02,2.88,3.52,1.49,0,1,44,9
30,1,3.74,3.95,3.25,3.97,3.84,2.58,1.0,0,1,25,9
19,1,3.54,3.36,4.61,3.4,3.82,2.29,1.6,0,1,58,9
21,1,3.65,2.46,3.67,3.54,3.17,5.0,1.45,0,1,12,9
35,1,3.19,3.69,3.4,3.69,3.56,3.45,2.48,0,1,27,9
50,1,3.85,3.71,2.32,3.96,2.79,4.85,1.0,0,1,62,9
35,0,4.09,1.93,4.88,4.03,3.35,4.43,1.49,0,1,30,9
28,1,4.05,4.19,3.5,3.16,4.2,2.29,1.46,0,1,32,9
39,1,3.68,1.46,2.02,2.66,4.21,3.65,1.72,0,1,36,9
29,0,4.01,3.92,4.14,2.95,4.08,2.52,1.81,0,1,18,9
28,0,3.97,2.76,3.47,3.18,4.2,3.2,1.31,0,1,14,9
22,1,5.0,3.69,2.89,3.07,4.2,2.12,1.0,0,0,0,9
46,1,4.19,3.56,4.11,2.49,3.2,2.33,1.37,0,1,70,9
18,1,3.34,3.17,1.84,3.36,3.81,2.82,1.78,0,1,3,9
39,0,2.81,3.52,3.04,2.16,4.27,3.03,1.58,0,0,0,9
27,1,3.23,3.14,3.31,3.15,2.74,3.43,1.71,0,1,64,9
27,0,3.18,3.7,4.05,3.19,2.74,2.7,1.83,0,1,100,9
48,0,3.73,4.73,4.96,3.17,2.71,3.5,1.23,0,1,84,9
24,1,2.94,2.26,3.34,3.61,2.49,4.17,1.99,0,1,1,9
25,1,4.17,1.0,3.8,3.53,2.95,3.59,1.25,0,1,107,9
30,1,2.5,2.91,5.0,4.43,3.27,3.35,2.36,0,1,39,9
36,1,2.34,2.86,3.5,2.79,4.54,3.63,3.05,1,1,114,9
27,1,3.31,2.94,3.8,3.27,3.33,2.42,2.29,0,0,0,9
18,0,2.85,2.55,2.7,3.23,2.66,4.05,1.03,0,1,113,9
23,0,2.58,3.81,4.77,3.2,3.7,2.59,1.72,0,0,0,9
44,1,2.99,2.23,3.04,2.34,3.48,4.46,1.0,0,1,40,9
32,1,2.91,3.52,3.67,2.39,3.12,3.92,2.04,0,1,10,9
36,0,3.41,3.65,3.66,3.1,3.24,3.78,1.6,0,1,5,9
29,0,3.0,3.42,3.56,2.15,4.26,3.81,2.18,0,0,0,9
25,0,3.05,3.54,3.22,2.9,2.73,3.4,2.48,0,0,0,9
48,0,3.4,3.86,3.66,2.71,2.57,2.87,1.76,0,1,7,9
30,1,4.06,3.24,4.64,2.92,3.89,2.76,1.0,0,0,0,9
27,0,4.36,2.96,4.98,3.78,3.22,4.59,1.01,0,1,14,9
42,1,3.5,3.54,3.39,2.45,4.56,3.47,1.45,0,1,67,9
24,1,3.55,3.62,3.21,3.62,3.5,2.64,1.0,0,1,24,9
26,1,3.28,3.82,2.97,2.76,3.54,3.75,2.35,0,1,23,9
32,1,3.71,2.0,5.0,2.83,4.09,3.63,1.74,0,1,23,9
32,0,3.65,3.07,3.58,3.38,2.56,3.18,2.3,0,1,12,9
34,0,4.26,2.45,4.22,2.94,3.81,2.79,1.0,0,1,1,9
52,0,2.17,3.59,3.95,2.56,3.37,3.9,1.96,0,1,17,9
35,0,3.25,3.71,4.94,2.88,4.24,4.04,1.43,0,1,1,9
18,0,3.62,3.01,3.34,2.03,3.2,3.62,1.8,0,1,10,9
35,0,3.38,2.69,2.78,3.33,3.71,3.45,2.23,0,1,123,9
32,0,2.79,3.62,4.71,1.24,3.38,2.87,2.41,0,1,34,9
32,0,2.56,3.11,4.09,3.63,3.86,3.73,2.52,1,1,57,9
34,1,3.92,4.2,3.8,3.47,3.44,2.97,1.79,0,1,10,9
31,0,2.91,4.44,4.5,4.06,3.76,2.53,1.94,0,1,4,9
31,1,2.26,3.9,3.83,4.41,4.69,4.17,3.22,1,1,35,9
38,1,3.96,3.36,4.52,3.66,3.42,2.7,2.32,0,0,0,9
26,0,3.7,4.48,3.66,2.72,3.85,2.11,1.01,0,1,66,9
22,1,3.32,3.37,4.09,4.4,5.0,4.29,1.72,0,1,51,9
62,1,2.81,2.86,3.84,2.38,3.84,2.21,1.56,0,1,1,9
24,1,3.33,2.73,3.29,1.96,2.09,3.13,1.35,0,1,44,9
33,0,4.19,2.71,3.37,4.21,3.19,2.65,1.34,0,0,0,9
18,1,2.35,3.2,3.24,3.46,2.85,2.91,1.78,0,1,34,9
33,1,2.38,3.52,3.67,1.97,4.17,4.91,2.21,0,1,16,9
22,0,2.99,2.21,3.2,2.29,3.54,3.33,2.63,1,1,123,9
27,0,3.38,2.89,3.78,3.43,4.26,3.64,1.91,0,0,0,9
42,0,3.08,3.35,3.76,2.58,3.98,3.94,2.42,0,1,5,9
36,1,3.82,3.65,3.63,2.66,3.98,2.96,1.0,0,1,25,9
37,0,4.11,3.18,3.64,4.28,2.84,4.13,1.25,0,1,17,9
18,0,3.58,3.37,3.13,4.39,3.91,3.66,2.58,1,1,60,9
50,1,3.76,2.33,3.32,3.19,4.45,3.91,1.16,0,1,53,9
20,1,3.58,2.56,2.41,3.01,2.7,2.91,1.39,0,1,17,9
47,0,3.41,3.16,3.42,3.64,3.4,3.7,2.06,0,1,34,9
42,0,2.56,3.56,2.86,2.76,3.82,3.39,2.0,0,1,7,9
37,1,2.73,3.36,3.56,1.76,3.66,4.17,2.67,1,1,36,9
23,1,2.52,2.61,3.04,1.44,4.49,3.03,1.59,0,1,8,9
33,1,3.3,3.03,2.17,3.06,4.05,4.78,1.0,0,1,56,9
27,1,3.55,4.26,4.96,3.63,3.85,3.63,1.82,0,0,0,9
32,0,2.46,3.58,3.35,3.11,4.11,3.31,2.04,0,1,9,9
29,0,3.45,3.09,4.44,3.59,4.07,3.24,1.46,0,1,6,9
18,0,2.83,2.48,3.16,3.65,3.63,3.4,2.67,1,1,37,9
43,0,2.71,2.7,4.6,3.93,3.38,2.97,2.64,1,0,0,9
31,1,2.99,3.2,2.75,3.21,4.21,3.85,1.49,0,1,56,9
27,1,2.67,3.39,3.61,3.27,3.14,3.39,2.62,1,0,0,9
26,0,3.79,3.6,2.79,3.08,3.56,4.72,1.32,0,1,30,9
35,1,3.29,3.47,5.0,2.94,2.88,3.11,2.08,0,0,0,9
23,0,3.93,2.94,3.34,2.16,4.05,3.32,1.35,0,1,10,9
18,1,3.11,2.84,4.04,3.8,4.36,3.1,1.26,0,1,31,9
36,0,3.14,4.63,3.79,2.87,3.02,4.67,1.63,0,1,25,9
37,1,4.62,2.81,3.48,2.84,3.5,2.42,1.0,0,1,61,9
30,0,2.35,2.3,3.84,2.78,3.3,3.46,2.71,1,1,12,9
20,1,4.23,2.05,4.38,2.3,4.27,3.61,1.31,0,1,20,9
32,1,4.48,2.95,3.93,3.05,4.48,2.63,1.0,0,1,8,9
18,1,3.9,3.86,3.61,3.41,3.3,5.0,1.32,0,1,7,9
21,1,3.19,2.8,3.84,2.68,1.68,2.77,1.46,0,1,28,9
24,0,4.33,4.23,4.74,3.72,4.31,3.42,1.66,0,1,49,9
40,1,3.19,3.19,3.23,2.88,3.63,4.55,1.31,0,1,19,9
28,0,2.94,3.98,2.29,2.18,3.63,3.14,1.99,0,1,10,9
27,1,3.15,2.67,2.79,3.92,4.2,3.5,1.33,0,1,14,9
51,0,3.03,2.68,2.84,3.22,3.37,3.17,2.19,0,0,0,9
35,0,2.78,3.26,2.93,3.62,3.21,3.36,2.8,1,1,10,9
35,1,4.12,3.54,2.95,3.63,3.38,4.14,1.0,0,1,64,9
28,0,2.9,3.07,3.48,2.53,3.9,3.11,2.51,1,1,74,9
26,1,3.38,3.4,3.66,2.79,4.14,1.59,2.61,1,0,0,9
18,0,2.46,3.61,3.65,3.72,4.61,3.38,2.6,1,1,1,9
41,1,3.42,2.21,3.03,4.2,3.85,3.44,1.43,0,1,7,9
36,1,2.65,2.96,4.15,3.14,3.51,3.53,2.36,0,1,22,9
30,1,2.63,2.84,3.85,2.72,4.15,3.28,2.12,0,1,8,9
30,0,3.33,2.87,4.53,4.11,3.0,2.81,2.82,1,1,16,9
39,0,4.09,3.48,4.05,2.72,4.48,3.23,1.65,0,0,0,9
18,0,3.69,2.85,3.27,3.3,3.73,4.6,2.0,0,1,68,9
26,0,3.73,1.8,4.35,2.84,3.46,3.37,2.59,1,1,206,9
20,1,3.32,3.03,3.68,3.26,3.0,3.84,2.52,1,1,2,9
49,0,3.18,2.45,4.02,2.53,3.99,2.7,1.9,0,1,16,9
40,0,3.91,3.55,3.97,2.88,3.43,3.2,1.38,0,1,43,9
18,0,3.03,3.76,3.42,2.72,3.54,2.72,3.26,1,1,8,9
18,1,3.94,1.68,3.57,3.5,2.56,4.28,1.0,0,1,68,9
30,0,4.2,2.66,3.41,3.2,3.33,2.34,1.05,0,1,68,9
27,0,2.85,3.45,2.95,3.63,3.25,3.65,1.71,0,1,40,9
18,1,2.95,2.21,2.11,2.6,3.86,3.63,1.23,0,0,0,9
51,0,3.05,3.75,3.05,2.97,3.43,3.59,1.62,0,1,3,9
35,1,2.45,3.93,3.63,3.48,1.96,1.81,2.11,0,1,16,9
36,0,3.09,3.09,4.21,3.62,3.34,2.02,1.72,0,1,51,9
25,1,4.25,2.66,4.02,2.23,2.7,3.48,1.41,0,1,8,9
39,1,2.72,1.58,3.32,3.29,2.95,2.77,2.32,0,1,28,9
28,1,4.26,3.77,3.06,2.61,4.22,2.96,1.6,0,1,38,9
29,1,3.12,4.6,3.38,3.65,2.55,3.11,2.08,0,1,45,9
38,1,4.77,4.46,2.87,4.22,3.78,2.68,1.0,0,1,12,9
18,1,2.96,3.06,2.13,1.53,3.29,2.57,1.99,0,0,0,9
47,1,3.31,2.44,2.5,2.71,3.17,3.4,2.83,1,1,1,9
33,1,2.81,3.79,4.39,3.26,2.99,2.1,2.04,0,0,0,9
44,1,2.95,3.11,4.71,3.1,3.8,3.06,2.6,1,0,0,9
21,1,4.27,3.53,3.99,3.66,3.87,2.95,1.0,0,0,0,9
22,0,3.71,3.41,3.46,3.15,2.53,3.38,1.41,0,1,84,9
20,0,4.07,3.27,2.59,2.78,4.31,5.0,2.25,0,1,1,9
34,0,2.54,3.92,3.4,2.49,2.86,2.73,2.81,1,0,0,9
32,0,3.83,3.95,3.9,2.39,3.84,3.68,1.0,0,1,26,9
27,1,2.77,2.83,4.04,2.65,2.87,3.55,1.77,0,1,51,9
21,0,2.53,2.55,3.95,2.76,3.32,3.78,3.28,1,1,64,9
19,1,3.56,1.45,4.29,3.33,2.81,3.25,1.7,0,1,8,9
31,1,3.55,2.96,4.76,3.01,3.27,4.38,1.52,0,1,45,9
27,1,3.43,2.43,3.24,2.71,3.48,3.87,1.37,0,1,12,9
25,1,3.87,3.49,5.0,2.49,2.89,3.88,1.25,0,1,144,9
47,0,3.97,2.96,2.19,2.68,3.79,2.44,2.03,0,1,45,9
31,0,4.36,3.04,2.99,2.76,3.88,3.47,1.0,0,1,35,9
44,1,2.63,3.77,3.63,2.65,5.0,3.05,2.09,0,1,28,9
26,1,4.38,3.48,3.86,3.5,4.18,2.81,1.3,0,1,8,9
34,1,4.62,3.12,3.38,3.92,4.33,2.97,1.0,0,1,18,9
31,1,3.16,4.38,3.18,2.39,2.5,3.36,1.5,0,1,40,9
18,1,2.32,3.72,4.93,3.77,2.39,3.71,2.65,1,0,0,9
46,1,2.5,2.91,3.15,3.52,3.42,4.07,2.52,1,1,63,9
30,1,3.1,2.94,2.84,3.21,4.71,4.04,1.62,0,1,44,9
39,1,4.71,3.75,4.6,4.02,5.0,3.6,1.0,0,1,15,9
24,0,3.41,3.34,4.05,3.0,3.17,3.44,1.88,0,1,48,9
30,0,3.0,2.42,4.21,3.34,3.24,3.18,1.11,0,0,0,9
23,0,2.95,3.83,3.63,3.17,3.94,3.23,2.53,1,1,38,9
44,1,2.54,4.08,2.61,3.13,3.48,2.87,2.18,0,1,33,9
35,1,3.97,4.03,3.56,3.38,3.49,3.11,1.73,0,1,15,9
35,0,3.34,4.28,2.52,3.13,3.99,3.64,2.87,1,1,2,9
45,0,4.76,4.65,3.66,3.38,5.0,4.45,1.0,0,1,9,9
43,1,3.81,4.41,3.92,2.7,4.41,3.3,1.13,0,0,0,9
39,0,3.94,3.44,4.2,2.72,4.76,2.85,2.04,0,1,3,9
18,1,3.24,3.05,3.44,2.7,2.46,4.06,1.49,0,0,0,9
25,0,2.69,1.92,3.99,2.88,4.27,2.04,3.29,1,0,0,9
21,0,2.83,3.21,2.91,3.71,3.01,4.11,2.0,0,1,135,9
39,1,2.51,3.56,4.13,2.82,4.64,2.43,2.18,0,1,36,9
33,0,3.99,3.23,3.94,3.49,4.44,3.85,2.49,0,1,50,9
18,0,3.15,1.88,2.98,3.26,3.97,3.08,2.16,0,1,9,9
30,0,4.02,3.0,3.84,2.84,3.14,3.62,2.09,0,1,11,9
18,0,3.49,3.65,4.21,3.89,3.3,4.82,1.69,0,1,2,9
31,0,3.21,2.48,3.55,3.54,3.35,2.83,1.88,0,0,0,9
18,1,2.64,3.32,2.97,3.1,4.07,2.72,1.0,0,1,8,9
37,0,3.6,3.5,3.62,3.05,3.85,3.45,2.13,0,1,2,9
35,1,3.26,3.98,3.86,3.16,4.48,4.44,2.08,0,1,44,9
51,0,3.99,4.4,2.96,2.18,4.6,3.52,1.25,0,1,2,9
40,1,2.93,2.94,2.85,2.61,3.08,3.43,2.45,0,1,8,9
27,1,3.8,3.33,3.84,3.38,3.89,3.51,1.48,0,1,26,9
40,1,4.47,3.35,4.04,2.15,3.89,2.72,1.0,0,1,5,9
18,1,3.58,3.65,4.9,2.65,3.54,3.52,1.82,0,0,0,9
22,0,3.91,3.58,3.93,2.86,4.18,3.13,1.28,0,1,10,9
35,1,3.77,4.2,2.71,4.84,3.9,4.3,1.85,0,1,87,9
18,0,4.63,1.57,4.83,3.5,3.24,3.94,1.0,0,1,9,9
31,1,3.64,3.49,4.19,3.76,3.51,2.5,1.35,0,1,27,9
21,1,3.85,3.54,2.2,2.62,3.38,3.21,1.15,0,1,52,9
33,0,3.38,3.04,2.83,3.32,3.15,3.76,1.35,0,1,34,9
21,1,2.9,1.62,3.18,2.04,3.55,2.73,1.92,0,1,5,9
36,1,2.61,3.16,4.04,2.9,2.8,2.67,2.63,1,1,43,9
32,1,4.22,2.7,1.95,3.4,3.89,3.09,1.0,0,1,11,9
46,0,2.74,4.37,3.42,2.25,4.47,3.63,1.72,0,1,24,9
32,0,3.88,3.46,4.01,3.34,3.63,4.11,1.79,0,1,41,9
24,0,3.67,2.64,1.66,3.39,4.19,3.56,1.49,0,0,0,9
29,1,4.0,1.76,3.99,2.74,3.7,5.0,1.68,0,1,33,9
18,1,3.07,3.61,4.06,2.6,2.97,2.94,1.93,0,1,22,9
36,0,2.89,3.69,2.95,2.67,4.84,3.9,1.9,0,0,0,9
37,1,3.65,3.05,2.75,2.89,2.1,2.65,1.0,0,1,51,9
56,0,3.21,3.62,2.94,2.91,3.61,4.5,1.37,0,1,15,9
25,1,2.6,2.96,1.76,3.41,3.12,4.32,1.98,0,1,13,9
29,1,4.66,3.95,3.29,2.78,4.58,3.88,1.0,0,1,15,9
26,1,2.89,3.89,3.64,4.06,3.73,2.22,2.13,0,1,72,9
34,0,2.75,2.05,2.71,4.06,5.0,3.88,1.79,0,1,105,9
35,0,3.24,2.22,4.13,3.24,3.62,2.84,1.0,0,0,0,9
31,0,4.21,4.62,3.57,2.89,3.13,3.71,1.36,0,1,2,9
42,1,1.99,3.85,3.67,2.78,2.54,2.41,3.35,1,1,122,9
25,1,4.16,2.32,3.24,3.29,4.29,3.58,1.65,0,0,0,9
41,0,2.81,2.1,3.98,3.4,3.08,3.16,1.77,0,1,7,9
37,1,3.57,3.35,4.34,2.98,3.34,2.87,2.16,0,1,7,9
31,1,2.96,2.4,3.24,2.86,4.36,3.8,2.42,0,1,10,9
28,1,4.69,2.98,3.99,3.31,4.25,3.37,1.03,0,1,2,9
56,1,3.48,3.17,4.0,3.14,3.22,3.26,1.41,0,1,12,9
23,1,2.94,3.14,3.77,2.76,3.32,3.9,2.08,0,1,23,9
34,0,3.2,3.99,4.59,3.17,2.51,4.69,2.86,1,1,7,9
24,0,3.46,4.48,3.03,2.74,2.33,3.59,2.57,1,1,14,9
49,1,3.52,2.86,3.23,2.65,4.07,2.17,1.66,0,1,24,9
40,1,3.69,2.41,2.99,3.1,4.14,2.34,1.64,0,1,50,9
25,1,3.4,3.47,3.97,2.76,3.82,3.45,1.0,0,0,0,9
37,0,2.5,4.34,3.32,2.66,3.72,4.1,3.1,1,1,3,9
34,0,3.18,2.92,3.05,3.73,3.16,3.49,2.33,0,1,11,9
26,1,3.79,3.8,4.58,2.86,4.51,3.75,1.64,0,1,6,9
39,1,2.96,2.61,4.68,4.21,2.49,3.36,1.83,0,1,61,9
35,0,3.84,3.21,3.29,3.48,3.31,4.05,1.46,0,1,33,9
34,0,3.42,2.39,2.61,2.61,3.7,3.82,2.5,1,1,19,9
31,1,3.26,3.21,4.71,3.8,3.6,2.71,2.07,0,1,38,9
36,1,4.18,3.12,3.81,2.67,3.6,3.7,2.47,0,1,134,9
34,1,2.27,3.63,3.77,4.28,3.28,2.35,3.09,1,1,7,9
32,1,2.96,4.44,3.57,3.24,3.94,3.7,1.67,0,1,5,9
25,1,4.2,2.93,2.98,3.43,2.85,3.21,1.0,0,1,16,9
48,0,4.59,1.8,3.23,3.12,3.51,3.51,1.0,0,1,32,9
21,1,4.89,3.06,3.94,3.26,3.87,3.62,1.02,0,1,173,9
36,1,3.43,3.41,3.21,2.96,3.39,3.59,2.33,0,1,202,9
28,1,3.7,3.34,3.78,2.54,3.6,4.36,2.4,0,1,14,9
49,1,3.93,3.09,3.51,3.3,3.73,3.42,1.19,0,1,48,9
22,1,4.23,4.24,2.81,3.71,2.51,3.53,1.35,0,1,12,9
24,1,3.6,3.3,4.55,2.39,2.57,4.3,2.26,0,0,0,9
22,0,4.0,3.13,3.89,4.02,3.68,4.69,2.07,0,1,9,9
35,1,3.7,2.66,3.71,3.46,3.22,3.39,1.0,0,1,59,9
18,0,3.74,1.98,3.86,2.84,3.26,3.05,1.82,0,1,23,9
27,0,2.8,3.43,2.33,2.83,3.95,3.09,1.66,0,1,7,9
18,1,3.19,3.37,3.18,4.22,2.99,3.71,1.65,0,1,17,9
34,1,3.06,2.46,2.51,3.66,2.1,3.26,1.4,0,1,83,9
26,1,2.63,3.17,3.58,3.78,4.63,2.21,2.09,0,1,41,9
18,1,2.33,3.1,3.71,2.95,4.35,4.16,1.91,0,1,19,9
42,1,3.12,2.76,3.59,3.43,4.34,3.95,1.41,0,1,16,9
18,0,3.23,2.64,4.27,3.31,2.91,4.18,1.46,0,1,10,9
39,1,3.47,3.48,2.53,3.0,3.55,4.31,1.88,0,0,0,9
24,1,3.76,3.04,2.98,3.17,2.81,3.53,1.51,0,1,41,9
48,1,3.52,2.79,3.77,3.77,3.56,3.58,1.0,0,1,34,9
39,1,3.23,2.6,3.67,4.06,3.38,4.08,3.29,1,1,1,9
21,1,2.81,3.11,2.64,2.95,2.93,2.57,2.01,0,0,0,9
22,0,3.97,3.85,4.28,2.31,3.91,3.16,1.0,0,1,27,9
38,1,3.33,3.34,4.5,4.09,3.44,3.36,2.13,0,1,93,9
29,0,3.12,3.03,3.78,4.09,4.67,4.03,2.0,0,1,100,9
30,0,3.28,3.42,2.52,3.34,3.65,3.03,1.47,0,1,81,9
44,0,2.92,4.16,3.6,4.18,2.02,2.92,2.36,0,1,61,9
24,0,3.06,3.54,3.72,3.3,2.48,3.11,1.72,0,1,24,9
32,0,3.03,3.38,3.32,2.55,4.9,3.72,1.93,0,1,1,9
41,1,3.21,3.65,4.38,2.31,3.38,3.35,2.66,1,1,17,9
40,1,3.83,3.09,3.42,2.31,3.75,2.41,1.5,0,1,23,9
30,1,3.66,3.33,4.87,3.1,3.61,2.55,1.88,0,1,5,9
29,1,4.41,2.86,4.01,2.82,4.48,3.49,1.0,0,0,0,9
18,0,4.19,2.11,3.68,2.75,2.42,3.52,1.22,0,1,3,9
21,0,4.67,3.44,4.1,3.04,4.42,3.42,1.0,0,0,0,9
35,1,3.76,3.44,4.5,3.61,4.38,3.08,1.08,0,1,50,9
30,1,3.75,3.0,4.08,2.77,3.6,3.94,1.29,0,1,63,9
32,1,3.08,3.93,3.45,2.67,3.86,3.65,1.69,0,0,0,9
42,0,3.94,2.69,3.07,2.81,3.37,3.63,1.87,0,1,23,9
20,1,2.97,1.96,2.77,3.65,2.56,3.65,2.41,0,0,0,9
29,1,2.44,2.71,1.91,3.06,3.96,4.49,1.4,0,1,4,9
33,1,4.39,2.12,3.61,3.27,3.75,2.7,1.85,0,1,107,9
24,0,2.59,3.44,3.25,4.03,3.77,3.11,2.75,1,1,27,9
46,1,3.69,2.67,3.28,4.81,3.9,3.17,2.12,0,1,22,9
41,1,2.83,3.89,4.17,3.48,3.23,4.26,2.15,0,1,40,9
34,1,4.13,3.87,3.43,3.42,4.53,3.15,1.0,0,1,38,9
49,1,4.22,2.55,4.73,2.39,3.61,2.86,1.0,0,1,38,9
18,1,3.74,2.63,3.13,3.32,3.94,3.33,2.36,0,1,23,9
31,0,4.21,3.57,2.87,3.14,3.43,3.47,1.0,0,1,3,9
35,1,3.4,3.89,2.68,3.64,4.25,4.21,1.06,0,0,0,9
22,0,4.85,1.79,3.97,2.86,3.66,3.14,1.0,0,1,62,9
35,1,3.89,3.4,4.25,3.22,3.55,2.93,1.0,0,1,11,9
20,1,2.81,1.66,3.11,3.46,4.35,2.78,2.52,1,1,19,9
38,1,3.45,2.82,2.81,4.24,2.53,3.17,2.05,0,1,40,9
42,1,3.3,3.97,4.49,4.04,3.43,5.0,2.07,0,1,29,9
34,1,3.24,5.0,2.56,3.86,3.22,3.66,1.6,0,1,162,9
18,1,2.32,3.03,4.16,3.54,3.83,3.81,2.79,1,1,36,9
22,1,3.65,2.33,3.13,2.84,3.8,3.4,2.47,0,1,3,9
37,1,2.5,2.84,3.76,3.54,3.59,3.49,1.78,0,0,0,9
32,1,1.76,3.25,4.2,2.64,3.16,3.93,3.65,1,1,24,9
18,1,3.18,2.73,3.81,2.98,3.59,3.78,2.36,0,1,67,9
44,1,2.91,2.55,3.31,4.17,3.8,3.64,2.12,0,1,109,9
33,0,2.84,2.9,4.41,3.42,3.49,3.41,2.31,0,1,27,9
23,1,1.38,3.48,3.69,3.24,4.29,3.16,3.57,1,1,1,9
41,0,2.85,3.08,5.0,3.31,3.98,3.69,1.73,0,0,0,10
25,0,3.29,2.58,2.39,3.04,3.61,3.46,1.05,0,1,1,10
25,1,2.99,2.73,2.38,1.81,2.15,4.85,2.56,1,1,23,10
35,1,3.65,2.91,4.15,2.34,3.46,4.11,1.0,0,1,64,10
49,1,4.31,2.5,3.48,3.47,3.99,2.94,1.0,0,1,21,10
48,1,3.74,2.7,4.02,2.55,3.43,2.6,1.25,0,1,59,10
35,0,4.07,3.65,2.79,3.04,3.79,3.13,1.39,0,1,24,10
36,0,4.12,3.04,3.54,2.36,3.46,2.66,1.0,0,1,20,10
39,0,2.74,1.97,3.8,2.67,3.74,3.09,1.95,0,1,13,10
19,0,3.69,3.92,3.15,3.1,4.47,2.74,2.02,0,1,100,10
38,1,4.05,3.49,3.65,3.65,4.09,3.18,1.09,0,1,41,10
24,1,3.12,2.23,2.62,3.77,2.8,3.19,1.6,0,0,0,10
35,1,2.89,2.94,3.76,2.66,2.57,3.5,2.39,0,1,36,10
29,0,3.74,2.65,4.44,3.28,3.87,3.26,1.54,0,0,0,10
37,1,2.44,3.67,2.7,2.24,4.32,2.79,2.56,1,1,17,10
33,0,2.69,2.94,2.66,3.13,2.57,4.23,2.57,1,1,16,10
18,1,2.97,3.15,4.27,3.67,3.47,3.67,2.06,0,1,18,10
33,1,3.69,3.07,2.64,3.06,5.0,3.03,1.97,0,0,0,10
38,0,3.54,2.16,4.05,3.89,3.43,2.8,1.0,0,1,12,10
36,1,4.07,4.18,3.54,3.6,5.0,2.4,1.86,0,1,2,10
30,1,2.8,3.66,3.23,3.24,3.09,2.35,1.8,0,1,21,10
48,0,2.77,2.68,4.45,2.95,3.2,4.11,1.47,0,1,25,10
35,1,3.74,3.33,4.1,2.78,3.16,4.04,1.11,0,1,1,10
36,1,2.88,3.88,3.68,2.23,2.81,3.0,2.02,0,1,2,10
42,0,3.01,3.24,2.1,2.32,2.55,4.33,1.72,0,1,53,10
35,0,2.19,4.29,3.96,3.7,3.46,3.82,2.27,0,1,97,10
23,1,3.59,5.0,2.8,4.01,3.69,3.54,2.13,0,0,0,10
18,1,4.4,3.11,3.36,2.45,3.16,3.99,1.0,0,1,20,10
27,1,2.73,2.79,3.5,3.14,3.3,3.82,1.19,0,1,7,10
39,1,4.06,2.51,4.73,2.16,4.5,3.5,1.08,0,1,25,10
28,1,3.36,1.65,3.34,2.51,4.2,3.24,2.83,1,1,6,10
40,1,2.25,4.07,2.58,3.26,3.44,3.33,2.17,0,1,182,10
33,0,2.82,2.95,4.46,2.79,3.87,2.31,1.79,0,1,1,10
44,1,2.78,3.81,3.97,1.95,2.59,2.86,2.07,0,1,61,10
29,1,3.19,3.95,4.0,4.13,3.77,4.62,2.72,1,1,55,10
36,1,3.67,2.44,4.47,3.07,3.56,2.84,1.38,0,0,0,10
37,1,4.6,2.55,4.62,2.44,3.37,2.14,1.0,0,1,6,10
47,0,2.47,4.42,2.92,3.18,3.62,4.01,2.71,1,1,132,10
18,1,3.08,3.15,2.6,3.05,3.52,3.57,2.18,0,0,0,10
27,1,2.82,2.74,4.05,3.35,2.79,3.61,2.49,0,1,22,10
40,0,2.58,2.47,3.33,2.9,4.64,3.29,1.9,0,0,0,10
47,0,3.46,3.1,3.39,3.29,4.19,4.02,1.45,0,1,36,10
34,1,3.4,4.26,2.77,3.67,3.36,4.44,2.34,0,1,10,10
29,1,2.22,3.68,3.88,2.31,2.51,3.05,2.93,1,0,0,10
39,1,3.41,3.33,3.76,2.68,2.08,3.83,2.18,0,1,37,10
40,0,2.62,4.31,3.4,3.6,4.84,4.16,2.38,0,0,0,10
28,1,3.41,4.18,2.6,2.77,3.49,3.01,2.3,0,1,23,10
35,0,4.23,3.43,4.29,3.05,4.07,4.43,1.26,0,1,39,10
43,0,3.7,5.0,3.67,2.82,3.01,4.16,1.28,0,1,64,10
50,1,3.52,3.03,4.23,2.86,3.41,2.56,2.06,0,1,121,10
39,0,3.06,3.97,2.13,2.8,3.44,4.48,1.61,0,1,36,10
32,1,3.44,2.92,3.54,2.34,3.75,2.59,2.52,1,1,13,10
31,1,3.77,3.83,3.03,3.38,3.66,2.93,1.99,0,1,53,10
37,0,3.7,3.03,3.52,3.74,3.03,3.86,1.39,0,1,33,10
30,0,3.34,3.52,4.11,2.99,3.02,4.11,1.74,0,1,2,10
