age,gender,extraversion,agreeableness,conscientiousness,neuroticism,openness
28,1,3.8,4.4,3.1,3.2,3.5
28,1,1.5,3.1,2.1,2.9,4.2
53,1,4.7,4.2,3.2,2.6,3.7
55,2,4.4,3.3,4.0,2.9,4.4
25,2,3.6,3.4,3.5,3.5,3.4
16,2,2.0,3.8,2.7,3.4,3.2
18,2,1.1,2.6,3.0,3.6,2.7
50,2,3.5,4.7,3.6,3.0,3.7
19,2,4.4,4.0,3.2,3.2,3.6
28,1,1.0,4.0,2.7,2.7,3.8
24,2,4.8,3.8,4.5,3.2,4.1
17,2,1.5,4.3,3.3,3.8,3.9
17,2,3.7,4.6,4.3,3.8,3.8
21,2,3.5,4.2,3.4,3.3,3.7
17,1,4.5,3.7,2.2,3.0,4.1
16,1,4.2,4.4,2.4,3.4,4.2
16,2,3.6,4.2,2.6,3.3,4.0
43,1,2.1,3.7,4.0,3.2,4.5
53,1,2.5,4.0,3.0,3.3,3.1
27,2,1.8,3.9,3.2,2.9,3.8
17,2,3.1,2.8,2.0,3.2,3.5
16,2,3.6,3.7,2.5,3.5,3.3
23,2,3.1,4.3,3.3,3.5,4.0
17,2,2.4,3.1,3.0,3.0,4.0
21,2,4.9,4.6,2.1,3.3,4.1
17,2,1.0,2.0,4.1,3.9,4.0
30,1,3.7,4.4,2.5,3.1,3.9
25,1,2.3,3.4,3.4,3.4,3.6
20,2,1.7,3.6,4.3,3.1,3.5
53,2,2.7,3.7,2.9,3.5,2.9
21,1,3.3,3.8,2.7,2.7,4.1
19,2,2.0,4.0,3.9,3.4,3.7
21,1,4.0,3.7,3.2,3.3,3.5
23,2,3.8,4.1,3.8,2.5,3.7
19,1,4.5,3.2,2.9,2.9,3.6
18,2,2.6,4.1,3.5,3.6,3.8
16,1,3.2,3.5,3.1,3.3,3.7
18,2,3.0,4.3,3.9,3.1,3.6
18,2,3.1,4.5,3.5,3.1,3.0
18,2,2.3,4.2,4.1,3.7,3.7
27,2,2.6,4.0,2.8,3.4,3.7
40,1,1.2,3.3,3.6,4.0,3.1
21,2,2.9,3.6,1.7,3.6,3.8
18,1,2.7,3.2,3.4,3.2,4.0
38,2,3.5,4.4,2.5,3.1,3.5
15,1,3.5,3.8,3.4,3.2,4.3
20,1,3.5,4.0,3.4,2.7,3.7
19,1,3.2,2.9,3.5,2.5,3.5
41,1,2.3,3.2,2.4,3.4,4.2
23,1,2.3,2.8,4.1,2.9,3.9
20,1,2.8,3.2,2.8,2.9,4.1
23,1,1.6,1.7,3.3,3.5,3.8
40,1,3.2,3.7,3.0,3.1,3.5
35,1,3.4,3.9,3.2,2.8,4.4
27,2,3.0,3.9,3.6,3.0,4.1
21,2,2.8,3.7,2.9,2.5,4.3
27,1,2.9,3.3,1.7,2.6,4.1
16,2,2.6,3.0,3.6,3.2,3.7
27,1,4.6,3.7,3.7,3.3,3.5
18,2,2.0,3.2,3.2,3.2,3.3
20,2,4.6,4.3,4.2,3.3,3.3
26,1,3.7,3.7,4.0,2.8,4.2
19,2,2.6,3.6,2.9,3.6,4.1
22,2,3.1,4.4,4.1,2.8,3.6
18,2,3.8,3.6,2.5,3.0,2.9
19,2,2.6,4.0,4.1,3.4,3.0
16,2,3.3,4.1,3.8,3.0,3.9
19,2,2.5,4.4,4.2,3.5,3.2
20,2,3.5,4.3,4.4,4.0,4.1
34,2,3.4,3.8,3.1,3.7,3.7
29,2,3.8,4.2,3.9,2.8,3.3
44,2,2.8,3.8,4.3,3.2,4.1
21,1,1.6,4.0,3.6,3.0,4.4
48,1,2.8,3.8,3.1,3.3,3.4
30,2,2.7,4.0,3.3,3.3,3.9
43,1,3.7,3.1,3.3,2.8,3.7
19,2,1.7,3.6,2.3,2.9,3.9
22,2,2.5,3.5,2.8,3.6,3.5
17,2,3.5,3.8,2.9,3.4,3.6
19,2,4.2,4.5,3.0,3.1,3.9
22,2,3.3,4.1,3.3,3.3,3.2
23,1,4.0,4.4,4.2,2.4,4.2
18,2,4.3,4.2,3.5,3.6,3.4
18,2,4.1,3.1,3.0,3.0,3.5
17,2,3.5,3.3,2.9,2.9,3.4
17,1,3.8,3.2,3.0,3.0,2.7
18,1,2.6,3.6,3.4,3.3,3.8
16,1,3.0,4.6,2.5,3.5,2.9
17,2,2.5,3.2,4.1,3.5,4.1
18,2,3.4,3.6,2.7,3.7,3.7
16,1,3.8,2.8,2.7,2.3,4.0
30,1,2.9,4.6,2.9,2.9,3.1
55,2,1.5,4.3,3.1,3.7,3.9
55,2,2.2,4.3,4.2,2.8,3.7
18,2,2.3,4.2,4.1,3.9,3.6
19,1,2.8,3.7,2.5,3.5,4.2
19,1,4.5,4.4,2.9,2.7,3.6
16,2,2.5,3.8,2.7,3.5,3.4
17,2,2.3,2.9,2.2,3.4,3.6
23,2,2.9,4.3,3.3,3.2,3.6
18,2,3.7,3.5,2.6,3.1,3.7
42,2,3.4,4.1,4.1,3.2,4.1
24,1,3.9,3.7,2.9,2.7,4.0
18,2,4.0,3.5,3.8,3.2,3.4
23,1,1.3,3.4,2.6,2.9,4.1
28,2,3.1,4.3,2.7,2.6,4.1
54,2,3.2,3.8,3.3,3.2,3.6
25,2,2.1,3.8,3.7,3.3,3.5
21,1,4.5,4.1,3.3,2.0,4.3
38,2,2.9,3.3,3.6,2.4,4.1
57,2,3.8,4.0,3.1,3.5,4.1
23,1,2.4,3.7,3.5,2.7,4.0
23,2,2.3,2.7,4.0,3.6,4.2
18,2,1.7,4.0,2.9,2.9,2.9
16,1,2.0,2.9,3.5,2.6,4.1
18,2,4.2,4.0,2.6,3.2,3.5
19,1,2.2,3.7,3.8,3.4,3.7
19,2,3.8,3.5,3.7,3.1,3.9
17,2,2.1,4.2,3.1,3.3,3.7
22,2,2.0,4.1,4.2,3.5,4.2
22,2,2.5,4.0,3.3,3.5,4.1
17,1,2.6,3.3,3.4,3.2,3.7
16,2,2.0,3.4,3.0,3.1,3.5
18,2,3.8,3.8,3.7,2.9,3.4
22,1,4.9,3.6,3.6,2.8,3.9
18,2,3.9,4.3,3.3,3.4,3.8
40,2,1.6,3.9,2.2,3.8,4.1
64,2,4.2,4.0,3.8,2.6,3.5
21,2,4.7,4.3,2.7,3.5,3.9
28,2,3.2,4.3,4.0,3.4,3.4
20,1,2.3,3.3,2.8,2.6,3.6
18,2,2.1,3.9,4.4,3.7,4.1
24,2,4.0,3.6,3.5,3.4,3.7
54,2,3.3,4.0,3.5,3.5,4.2
35,2,2.5,4.0,3.8,2.7,3.3
27,2,4.4,3.7,3.9,3.3,3.9
44,1,3.6,2.8,3.7,2.8,4.0
21,1,2.8,3.6,3.3,3.1,3.4
41,2,2.2,3.7,4.0,3.2,4.1
53,2,3.9,4.4,3.5,2.7,4.4
48,2,3.6,3.7,3.3,3.1,3.4
44,2,3.1,4.3,4.0,3.4,4.0
21,2,3.5,3.9,3.9,3.0,3.6
18,1,2.4,3.8,3.2,2.6,3.9
22,1,2.8,3.6,3.1,2.9,4.0
26,2,3.3,4.1,4.1,3.7,3.7
22,2,3.1,3.7,3.5,3.4,3.6
24,1,3.5,3.6,3.6,2.9,3.1
13,1,4.6,4.1,2.9,2.5,3.6
19,2,2.1,4.3,3.9,2.8,3.2
17,2,1.6,4.5,2.7,3.1,3.7
19,2,2.1,3.2,1.6,3.5,3.1
18,2,4.7,3.9,4.3,3.4,3.9
17,2,2.5,3.7,4.2,3.3,3.8
23,2,3.3,4.4,3.3,2.8,3.5
46,1,2.0,3.7,3.6,3.0,4.0
34,1,2.7,3.1,4.0,2.9,4.0
25,1,4.1,3.8,3.1,2.7,3.7
28,1,3.9,4.1,3.8,3.2,3.0
20,2,3.7,3.4,2.7,3.0,3.0
18,1,2.7,3.8,2.5,3.4,4.0
15,2,1.5,3.8,3.9,3.7,4.1
18,1,2.5,3.1,3.0,2.9,3.9
23,2,3.4,4.5,3.1,3.4,3.5
31,1,3.5,3.1,1.6,3.4,4.2
13,2,1.7,2.4,2.9,3.3,3.8
18,1,4.8,3.5,2.2,3.9,3.1
21,1,2.2,3.3,3.3,2.9,3.8
22,2,2.3,4.0,4.1,3.1,3.6
19,1,1.3,3.8,3.0,3.4,3.0
18,2,3.7,4.4,4.2,3.4,3.3
22,2,3.5,3.6,2.7,3.5,3.6
47,1,3.9,3.9,3.9,2.5,3.6
51,1,2.8,3.9,3.6,3.3,3.5
21,1,1.2,2.6,3.8,3.0,3.2
22,1,3.8,3.5,3.5,2.9,3.4
18,1,3.9,4.3,2.0,2.7,3.9
18,1,3.1,3.8,2.3,2.9,4.0
17,2,4.6,2.7,2.6,3.0,3.5
20,1,2.7,3.2,2.8,3.1,3.7
19,2,3.8,4.1,3.6,3.5,2.4
20,1,3.8,3.5,3.4,2.6,4.1
17,1,3.3,3.4,3.2,3.0,3.7
18,2,1.9,2.6,4.0,3.3,3.9
24,2,2.9,3.6,2.7,2.8,2.9
17,2,3.9,3.6,2.4,3.1,3.6
23,2,2.2,4.2,3.0,3.7,3.7
33,2,2.2,4.1,2.9,3.2,3.6
30,1,3.6,2.8,3.1,3.1,3.8
22,2,3.7,4.1,2.8,3.2,4.0
19,1,2.5,2.3,2.8,3.7,3.6
27,2,4.3,4.0,3.2,3.1,4.2
16,2,3.3,3.4,2.7,3.3,3.9
18,2,3.6,4.6,4.6,3.8,3.8
25,2,3.2,3.8,3.2,2.6,4.0
35,2,3.5,4.4,4.4,2.6,3.7
18,2,1.9,4.1,3.2,3.4,3.3
18,1,3.0,3.0,3.0,3.0,3.0
18,2,1.9,4.3,3.4,3.5,3.3
18,2,4.0,4.0,3.0,3.8,4.1
18,2,3.9,3.2,1.1,3.8,4.2
20,2,2.3,3.9,2.8,3.4,3.6
20,2,5.0,4.4,2.9,3.1,3.9
57,2,4.5,4.0,2.8,2.8,4.2
30,2,3.1,4.3,2.7,3.3,4.2
22,2,3.3,4.1,3.6,3.3,4.3
23,2,3.4,4.0,2.9,3.1,3.7
33,2,2.6,3.8,2.5,3.5,3.2
23,1,1.6,3.5,2.4,2.6,4.3
18,1,1.8,3.6,3.4,3.4,3.1
25,2,2.5,3.9,4.2,3.2,4.2
20,2,2.5,4.3,3.4,3.9,3.7
16,2,3.2,3.8,2.9,3.4,3.2
36,1,3.2,3.5,3.3,2.8,3.6
30,1,4.6,3.7,2.6,2.8,3.1
16,2,4.1,1.9,2.1,2.6,4.0
18,2,1.7,3.8,3.7,3.6,3.2
21,2,4.1,4.0,3.2,3.3,3.9
19,1,2.2,3.2,2.3,3.3,3.8
25,1,2.2,3.4,4.6,3.0,4.2
15,2,2.1,3.0,3.8,3.2,3.6
31,1,2.8,4.3,3.4,3.8,3.8
22,2,2.8,3.8,2.8,3.3,4.2
20,1,1.2,3.0,3.0,3.2,4.1
19,2,2.1,3.5,3.2,3.5,3.7
22,2,3.8,3.7,3.6,3.4,3.8
18,2,3.4,4.1,4.1,2.7,3.9
27,2,1.6,4.1,3.5,3.6,3.7
22,2,1.3,4.4,3.1,3.1,3.1
18,2,2.5,3.3,2.1,3.3,3.6
23,2,3.1,3.8,3.4,3.2,3.7
25,2,2.2,4.4,3.2,3.5,3.5
22,1,3.6,3.5,3.9,2.9,4.0
20,2,2.1,2.1,3.1,3.2,2.8
19,3,2.1,3.9,2.6,3.1,4.3
26,2,2.7,3.6,3.3,3.4,3.2
25,2,2.8,3.6,3.1,3.8,4.2
52,2,4.9,4.4,3.0,3.2,4.0
24,2,4.8,4.0,2.5,3.5,3.4
19,2,2.0,3.8,3.5,3.6,4.1
19,1,2.4,3.6,3.3,3.5,3.6
21,1,1.1,2.8,3.9,3.1,3.1
21,2,2.4,4.6,3.5,3.2,4.3
19,1,2.7,2.9,2.5,3.4,3.2
50,2,3.4,3.7,3.9,3.5,3.7
23,2,3.1,3.7,4.0,3.1,3.7
53,1,2.2,3.2,3.0,3.0,3.9
60,2,4.5,4.3,3.4,2.4,4.1
34,2,2.8,4.0,3.3,3.4,3.6
33,1,1.6,2.5,2.6,3.2,3.8
25,1,4.1,4.3,3.3,2.6,3.4
48,2,4.9,4.1,3.6,3.8,4.2
18,2,1.9,3.5,3.9,3.4,3.2
17,3,2.2,2.8,3.3,2.8,4.0
42,1,2.9,3.4,3.3,3.1,4.0
22,2,3.8,4.0,1.8,3.0,3.8
16,1,2.6,3.1,4.6,2.2,3.7
18,2,4.9,3.6,2.7,2.7,3.6
17,1,3.2,4.1,3.4,3.3,3.4
22,1,2.4,3.6,3.4,3.1,3.8
36,1,3.0,3.8,1.7,3.0,4.4
23,2,3.8,4.0,3.9,3.2,4.1
19,1,1.4,2.4,3.3,3.2,3.4
48,1,2.4,3.9,4.2,3.1,3.7
21,2,2.2,4.1,2.3,3.2,4.1
27,2,2.9,3.2,2.8,2.5,3.1
61,2,2.8,4.2,3.4,3.7,4.0
23,1,2.2,3.8,3.0,3.3,3.5
39,2,3.8,4.6,4.3,3.0,3.3
20,2,3.3,4.2,3.0,3.4,4.1
42,1,4.7,4.0,4.0,2.6,4.0
23,2,3.6,3.3,3.9,3.1,3.5
18,2,1.8,3.7,3.0,2.9,3.6
18,2,3.3,2.9,2.1,3.8,3.1
24,2,4.9,4.4,2.8,3.1,3.3
16,2,3.5,4.2,2.6,3.6,3.9
1995,1,2.3,3.2,3.4,3.4,3.6
17,2,2.4,3.2,3.5,3.2,3.5
19,2,3.2,3.0,1.5,3.1,2.5
29,2,3.2,4.6,2.4,3.1,3.2
21,2,3.2,3.5,2.3,2.7,3.9
25,2,1.1,3.8,3.9,3.4,3.0
17,2,4.1,3.8,3.9,3.2,4.0
17,2,2.8,3.2,2.5,3.2,2.6
30,1,3.9,3.3,3.0,3.4,3.4
30,2,1.1,3.3,4.6,3.5,2.8
40,2,3.2,4.2,2.3,3.8,4.3
18,2,2.2,4.4,2.5,3.7,3.5
20,1,3.7,4.3,3.4,3.2,3.8
19,1,2.0,3.2,2.3,2.7,3.6
18,2,4.4,3.9,3.7,3.1,3.4
18,2,3.4,3.8,3.6,3.0,3.1
15,2,4.3,3.6,2.3,3.7,3.6
38,2,2.1,4.3,4.3,3.1,3.7
17,2,4.0,4.5,3.4,3.2,3.8
54,2,2.3,3.7,2.5,3.1,4.2
32,2,2.4,3.8,4.6,3.1,3.2
13,2,1.9,3.4,3.7,3.7,3.5
66,2,2.8,3.9,3.6,2.8,3.4
18,2,3.7,2.6,1.9,3.7,3.8
16,2,2.1,4.0,2.9,3.5,3.1
24,1,3.8,3.3,3.7,3.1,3.8
30,2,1.7,4.4,3.5,3.2,4.2
23,1,3.6,3.3,2.0,3.0,4.2
22,2,3.7,3.7,2.7,2.9,3.2
21,2,4.2,4.2,4.1,2.6,3.4
18,1,4.0,3.6,3.2,2.9,3.8
17,1,3.4,2.4,4.4,3.0,4.3
15,2,3.4,3.3,3.5,2.4,4.0
24,2,3.1,4.0,3.0,3.0,4.2
37,1,2.3,3.5,3.8,3.4,4.3
55,1,4.7,4.3,4.0,2.7,4.3
18,2,4.1,3.6,2.8,3.2,4.2
36,1,3.1,3.9,3.4,2.7,4.1
24,2,4.0,4.3,3.5,3.0,4.1
36,2,3.3,4.0,4.2,2.7,3.5
49,1,4.2,3.6,4.1,2.3,4.0
23,2,3.2,3.9,4.1,2.9,3.8
48,1,5.0,4.3,3.2,2.8,4.3
17,1,3.2,3.5,3.1,2.8,3.4
68,1,3.6,4.5,3.7,3.0,3.9
18,2,4.2,3.9,2.8,3.1,3.8
30,1,2.8,2.7,2.7,3.1,2.6
36,1,4.4,3.8,3.0,2.3,4.2
14,2,3.0,3.8,3.2,3.8,4.1
18,2,4.3,3.9,3.5,3.3,3.8
38,1,3.5,3.5,3.2,3.0,3.5
20,2,4.6,4.4,4.5,3.0,3.8
17,2,3.7,4.1,3.4,3.2,3.9
19,1,3.7,4.1,2.1,3.5,3.3
23,2,3.7,3.9,2.6,3.1,3.0
25,1,2.1,3.2,4.0,2.8,3.6
22,1,4.3,4.1,3.1,3.0,4.0
33,2,3.1,3.6,3.7,3.4,4.1
31,1,3.9,3.6,3.1,3.8,3.8
46,1,4.1,4.2,3.7,2.9,4.1
45,2,3.7,4.4,4.6,3.7,2.4
21,2,2.4,3.1,2.7,3.2,3.7
47,1,2.7,3.4,3.1,3.4,2.9
28,2,2.7,4.2,3.7,2.6,3.4
23,2,4.2,3.2,4.0,2.7,3.9
19,2,1.8,3.6,3.1,3.8,2.6
24,2,4.1,3.9,3.3,2.9,4.2
16,2,4.0,3.6,3.1,3.3,3.8
29,3,1.8,4.5,3.6,3.2,3.7
19,2,1.6,3.4,4.0,3.7,4.1
21,2,3.1,3.6,3.1,2.9,4.1
13,2,3.0,3.4,2.5,3.1,3.8
21,2,3.9,4.2,3.6,3.1,4.2
20,1,3.3,3.6,2.6,2.4,3.5
14,2,3.8,3.6,3.6,3.4,3.4
51,2,3.3,4.0,2.7,3.3,4.0
24,2,2.8,3.4,3.6,3.4,3.7
18,2,4.1,3.3,3.4,2.9,3.3
25,2,4.5,4.6,2.8,2.7,4.0
35,2,3.1,4.0,4.0,2.8,3.9
17,2,3.6,2.9,3.2,3.1,3.5
22,2,3.1,2.9,2.1,2.7,2.9
36,2,2.9,3.9,3.7,3.4,3.7
17,1,1.4,4.3,2.6,2.2,3.6
21,2,3.3,3.2,2.9,3.0,3.3
19,2,3.2,3.6,2.1,3.5,3.1
17,2,3.2,3.4,2.9,3.0,3.0
20,2,2.9,4.4,3.3,3.3,4.3
19,2,2.7,4.1,4.3,3.5,3.6
22,1,4.1,4.4,3.2,2.7,3.5
71,2,4.1,4.2,3.5,3.1,3.8
17,2,1.9,3.5,3.5,1.9,3.5
26,2,3.6,4.0,3.6,3.6,3.6
19,2,3.1,3.6,3.2,2.9,3.7
16,3,3.0,4.0,2.7,2.8,4.1
20,2,2.6,3.9,2.3,3.4,3.6
18,2,4.5,3.1,3.3,2.7,4.0
26,2,4.1,4.3,2.6,3.4,4.1
48,1,4.6,4.2,4.3,2.4,4.0
19,1,2.3,4.4,3.9,3.4,4.2
57,2,2.7,4.1,3.8,3.4,3.6
19,2,1.8,3.1,3.0,3.2,3.5
19,1,1.5,3.3,2.6,3.4,3.0
28,1,4.6,3.9,2.7,3.3,3.7
24,1,2.8,3.6,3.5,3.3,3.5
14,1,3.4,3.1,2.9,3.7,3.0
17,2,2.1,4.1,2.9,2.8,3.7
30,1,3.3,3.4,3.8,3.3,3.4
18,2,3.3,4.0,3.7,3.9,3.3
43,2,3.2,3.8,3.4,3.2,3.3
43,2,2.4,3.1,3.7,3.4,3.5
19,2,2.0,3.3,2.8,3.4,2.4
23,1,2.7,4.0,4.6,3.2,4.3
17,2,1.9,2.1,2.5,3.1,3.6
18,2,2.1,3.3,3.5,3.7,3.5
18,2,2.6,4.3,3.4,2.7,4.1
28,1,4.0,3.5,3.3,3.1,3.8
23,2,3.7,4.4,3.8,3.1,3.6
19,2,1.7,3.1,4.5,3.8,4.0
19,2,2.7,4.2,3.3,3.6,3.3
27,2,3.5,3.8,3.8,3.0,3.9
20,2,3.6,4.0,2.8,3.3,3.9
23,2,1.9,3.3,3.9,2.5,3.6
18,2,2.1,3.6,3.7,3.6,3.3
19,2,4.8,4.4,4.0,3.5,3.9
55,1,3.0,3.8,3.9,2.8,4.1
17,2,3.3,4.0,2.1,3.7,4.3
24,2,3.0,4.1,4.1,3.2,3.9
45,2,4.3,3.8,3.8,3.4,4.0
49,2,3.6,4.5,4.3,3.1,3.5
20,1,2.8,3.7,2.1,3.3,3.5
21,2,2.3,3.5,3.1,3.3,3.6
20,2,2.0,4.1,3.3,3.5,3.3
52,2,4.3,3.8,3.6,2.5,4.3
19,2,3.1,3.7,2.4,3.2,4.2
31,2,3.0,4.1,3.3,2.4,4.0
32,2,4.0,4.2,3.0,3.1,4.0
20,1,4.4,4.2,3.0,2.8,3.8
27,1,3.0,4.0,3.2,3.1,3.9
19,2,3.3,4.5,4.1,3.4,3.9
18,1,4.4,3.7,3.9,2.8,3.3
18,1,2.5,3.6,3.4,3.2,2.5
19,1,4.6,3.3,2.5,3.6,3.4
25,1,4.0,4.2,3.3,2.3,3.6
22,2,2.0,2.0,4.1,4.1,4.1
20,2,1.3,3.1,2.8,3.0,3.3
27,2,3.2,3.5,2.6,2.9,3.0
19,2,1.0,3.4,2.9,3.4,3.2
18,2,3.5,4.6,3.8,3.4,3.5
18,2,3.6,4.6,4.4,2.6,4.1
22,3,1.1,4.1,2.7,3.1,4.0
21,2,3.2,3.4,2.9,2.9,3.2
21,2,4.5,4.0,4.2,3.1,4.1
20,2,4.9,4.4,2.8,3.2,2.2
19,1,2.6,3.1,2.3,2.6,3.7
18,2,3.7,2.7,2.4,2.8,3.7
20,2,3.4,4.2,3.6,2.5,4.1
18,1,2.9,3.9,2.8,3.3,3.5
18,2,4.3,3.8,3.0,2.8,3.8
18,1,2.7,3.5,1.6,3.4,3.8
19,2,3.8,4.3,3.4,3.3,3.2
43,2,3.0,3.4,4.0,3.2,3.7
19,2,2.6,3.5,3.4,3.0,3.1
19,2,4.1,4.4,4.0,3.1,4.0
18,1,3.9,3.6,3.0,3.3,3.1
19,2,3.5,4.1,3.3,3.6,3.7
20,2,4.2,4.5,3.7,3.1,4.0
23,2,1.4,3.7,3.1,3.4,4.2
25,2,4.0,4.3,4.4,3.3,3.5
63,2,3.7,4.2,4.1,2.9,4.0
20,1,2.7,3.3,4.8,2.4,4.1
14,1,3.0,4.2,4.1,2.4,3.6
18,1,2.1,3.6,4.2,2.6,3.6
17,2,3.3,4.1,3.2,2.9,4.1
20,2,3.4,3.1,3.1,3.4,3.7
40,2,3.6,4.0,3.6,2.5,3.3
21,1,4.1,3.7,4.1,2.4,4.2
18,1,3.0,3.7,4.0,3.3,3.8
32,2,4.0,4.3,4.0,3.4,3.7
28,2,3.6,3.6,4.0,3.0,3.8
20,2,4.6,4.5,4.1,2.2,3.9
52,1,3.7,3.6,3.7,3.3,3.9
17,1,3.0,3.2,3.6,3.1,3.8
20,2,4.8,3.6,3.5,3.9,2.8
21,2,4.1,4.4,3.8,3.3,3.5
18,1,4.5,3.9,2.8,2.9,3.8
19,2,2.2,3.4,2.8,2.9,4.1
45,2,3.9,4.0,4.3,3.2,4.3
18,2,4.0,4.5,3.4,3.5,4.3
22,1,3.7,4.2,4.4,3.7,3.7
18,2,3.1,3.4,3.1,3.5,3.3
29,2,2.2,2.3,3.7,3.7,4.2
18,2,3.7,3.7,4.0,2.8,3.6
23,2,1.7,3.6,2.2,3.6,4.4
18,2,2.3,4.0,3.1,3.5,4.1
43,1,1.8,2.2,2.7,3.4,3.9
16,2,2.2,4.4,2.7,3.7,4.0
14,2,2.8,3.5,1.7,3.1,3.9
20,2,4.0,3.9,4.1,3.3,3.5
39,2,3.7,4.0,2.3,3.3,3.9
53,1,3.4,3.3,2.4,3.4,3.8
20,1,3.4,2.7,3.2,3.1,3.7
15,2,2.7,3.7,3.2,3.1,3.7
18,1,1.9,3.5,2.7,3.7,3.7
14,2,3.1,4.3,4.5,3.0,3.5
19,1,2.1,3.4,4.0,3.2,3.0
19,1,3.4,3.9,3.5,3.6,3.7
25,2,2.1,4.1,3.8,3.1,3.2
19,2,4.1,4.5,4.1,3.3,3.5
19,2,4.4,3.9,4.2,3.5,3.6
23,2,3.7,4.4,4.2,3.4,3.5
28,2,3.4,4.5,3.1,2.7,3.4
16,1,1.6,2.0,2.3,3.8,3.4
15,1,2.2,3.5,2.8,3.1,3.4
16,1,4.0,2.6,2.3,3.0,3.9
16,2,3.7,4.0,2.1,3.3,3.6
16,2,1.8,3.6,3.4,3.4,3.2
14,1,2.5,2.6,3.0,3.1,3.8
1996,2,2.1,2.5,2.6,3.1,3.7
16,2,3.0,2.3,4.0,3.3,4.0
18,2,3.4,4.3,2.7,3.3,4.1
51,1,3.9,4.3,4.4,2.9,3.9
19,1,2.2,3.4,2.5,3.1,3.3
26,2,2.1,3.4,2.5,3.2,3.4
15,1,1.1,2.7,3.1,2.2,3.9
18,2,4.0,4.4,3.8,3.1,3.4
19,2,2.5,3.2,3.9,3.2,3.4
16,2,2.8,3.2,2.9,2.5,4.0
19,1,4.3,3.9,3.8,2.8,3.9
17,2,1.3,4.5,1.6,3.2,3.8
16,2,4.8,4.0,2.4,3.8,3.3
17,2,3.7,3.1,3.0,3.1,4.0
32,1,1.9,3.3,3.3,2.9,3.6
47,1,1.8,2.7,2.3,3.3,4.0
17,2,4.8,2.9,2.8,3.1,3.6
18,2,4.2,4.3,3.4,3.1,4.2
18,2,5.0,4.0,4.1,3.6,3.2
23,2,4.2,3.9,4.2,2.6,4.0
19,2,4.0,4.4,3.8,2.6,4.0
20,2,3.0,4.4,2.4,3.0,4.1
19,1,4.9,3.4,1.5,2.9,3.6
19,2,3.8,4.6,3.4,3.8,3.8
18,2,3.6,4.4,4.5,2.7,3.8
25,2,4.4,4.2,3.3,3.2,3.7
24,2,2.7,3.7,2.8,3.8,3.6
16,2,3.7,3.1,2.8,3.6,3.8
20,2,1.4,2.7,1.7,3.5,3.6
18,2,4.0,3.4,4.0,3.1,3.1
45,2,2.5,2.5,2.8,3.5,3.1
19,1,4.3,4.0,3.0,2.6,3.0
19,1,3.0,3.8,3.2,3.4,3.6
44,1,3.9,3.8,3.8,3.3,3.7
20,1,3.9,4.6,4.2,3.7,3.9
64,2,2.5,4.0,3.4,3.4,3.5
23,2,4.0,3.7,3.2,3.0,3.7
24,2,3.5,4.1,2.5,3.0,3.4
21,2,3.2,3.5,3.3,3.5,3.3
32,1,3.1,4.0,3.4,3.5,3.4
36,2,2.5,3.8,3.8,2.9,4.0
21,2,4.3,4.5,4.3,3.0,4.0
29,2,3.9,4.4,2.5,3.0,4.2
19,2,1.7,4.2,3.5,3.3,3.9
18,2,3.0,3.4,2.4,3.1,3.3
18,1,3.3,4.2,2.6,3.4,3.5
18,2,4.2,4.6,3.0,3.6,3.4
45,2,3.9,3.8,3.4,2.9,3.7
21,2,3.3,3.0,3.5,2.9,3.2
20,2,3.7,4.1,2.8,3.3,4.0
23,1,4.1,4.5,2.7,3.0,4.2
25,1,1.1,3.1,3.5,3.7,4.1
19,1,1.8,3.6,3.9,3.5,3.8
17,1,3.3,3.6,2.9,2.9,3.6
14,2,1.7,3.2,2.6,3.6,3.7
21,1,4.3,3.1,3.6,3.8,4.1
48,1,4.7,4.1,3.4,3.3,4.0
16,2,2.2,3.5,3.5,3.2,3.8
22,2,3.9,2.9,3.0,3.7,3.8
25,2,3.1,3.4,3.1,3.1,3.3
21,2,2.0,3.3,2.6,3.0,3.4
30,2,3.3,4.1,3.8,3.3,2.7
25,2,3.3,4.3,3.0,3.2,4.0
30,1,2.4,3.7,3.5,2.8,3.3
52,2,4.0,4.5,3.6,2.7,4.2
55,2,4.6,4.4,3.0,3.2,4.1
60,1,2.1,4.0,4.3,2.8,3.6
22,2,3.6,4.1,3.3,2.9,4.0
55,2,4.7,4.5,3.3,3.1,4.1
20,2,2.6,3.2,2.7,2.7,2.8
34,2,2.2,4.0,3.5,3.3,3.6
22,1,2.5,3.8,4.0,2.8,4.1
21,2,2.9,4.3,3.6,3.2,3.9
44,2,4.0,3.9,4.2,3.0,4.0
18,2,2.8,3.6,2.9,2.9,3.1
28,2,3.1,3.9,3.4,3.2,3.6
45,2,3.8,4.5,3.0,3.1,4.2
16,1,1.7,4.1,2.3,3.1,3.7
23,2,3.5,4.2,4.3,2.6,4.0
31,1,2.1,2.6,3.7,2.9,3.6
32,1,2.4,2.8,3.8,3.4,3.8
17,2,2.4,3.7,3.6,2.9,3.3
35,1,3.8,3.5,4.1,3.0,4.0
16,1,3.1,3.5,2.6,2.7,3.4
16,1,3.1,3.9,3.5,3.4,3.9
34,2,2.4,3.7,3.6,3.7,3.9
18,1,2.8,3.5,3.0,3.1,3.5
